Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Components,Components,Components,Components,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Actual end),Custom field (Actual start),Custom field (Approvals),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Focus Areas),Custom field (Goals),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent key,Parent summary,Status Category,Status Category Changed
User Registration,JIR-1,10048,Epic,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Highest,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/1/2026 12:15,4/1/2026 12:15,4/2/2026 11:25,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@123f2df2,,,,,ghx-label-12,,To Do,,,,grey,,,,,0|i0002n:,,,JIR Sprint 1,,,,,,,,,,,,,,,To Do,4/1/2026 12:15
Implement OTP expiry logic,JIR-90,10189,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:45,4/2/2026 9:45,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2ec5de6d,,,,,,,,,,,,,,,,0|i000mf:,,,JIR Sprint 1,,,,,,,,,,,,10060,JIR-13,"As a user, I want to verify my mobile number using OTP so that my account is secure.",To Do,4/2/2026 9:45
Verify OTP on backend,JIR-91,10191,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:45,4/2/2026 9:45,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2fefbfe3,,,,,,,,,,,,,,,,0|i000mn:,,,JIR Sprint 1,,,,,,,,,,,,10060,JIR-13,"As a user, I want to verify my mobile number using OTP so that my account is secure.",To Do,4/2/2026 9:45
Handle invalid OTP errors,JIR-92,10193,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:45,4/2/2026 9:45,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@d9cde8f,,,,,,,,,,,,,,,,0|i000mv:,,,JIR Sprint 1,,,,,,,,,,,,10060,JIR-13,"As a user, I want to verify my mobile number using OTP so that my account is secure.",To Do,4/2/2026 9:46
"As a user, I want to create a strong password so that my account is secure.",JIR-14,10061,Story,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,High,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/1/2026 13:59,4/2/2026 10:23,,,Backend API,Frontend (UI),,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@790b0cf6,,,,,,,,,,,,,,,,0|i0005j:,,,JIR Sprint 1,,,,,,,,,,,,10048,JIR-1,User Registration,To Do,4/1/2026 13:59
Implement password rules validation,JIR-93,10195,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:46,4/2/2026 9:46,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2e1dcaa5,,,,,,,,,,,,,,,,0|i000n3:,,,JIR Sprint 1,,,,,,,,,,,,10061,JIR-14,"As a user, I want to create a strong password so that my account is secure.",To Do,4/2/2026 9:46
Create password strength indicator,JIR-94,10197,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:46,4/2/2026 9:46,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@71174621,,,,,,,,,,,,,,,,0|i000nb:,,,JIR Sprint 1,,,,,,,,,,,,10061,JIR-14,"As a user, I want to create a strong password so that my account is secure.",To Do,4/2/2026 9:46
Restrict weak/medium passwords,JIR-95,10199,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:46,4/2/2026 9:46,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@175cbea8,,,,,,,,,,,,,,,,0|i000nj:,,,JIR Sprint 1,,,,,,,,,,,,10061,JIR-14,"As a user, I want to create a strong password so that my account is secure.",To Do,4/2/2026 9:46
Add backend password validation,JIR-96,10201,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:46,4/2/2026 9:46,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@451e014f,,,,,,,,,,,,,,,,0|i000nr:,,,JIR Sprint 1,,,,,,,,,,,,10061,JIR-14,"As a user, I want to create a strong password so that my account is secure.",To Do,4/2/2026 9:46
Ensure secure password handling,JIR-97,10203,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:46,4/2/2026 9:46,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5b435939,,,,,,,,,,,,,,,,0|i000nz:,,,JIR Sprint 1,,,,,,,,,,,,10061,JIR-14,"As a user, I want to create a strong password so that my account is secure.",To Do,4/2/2026 9:46
"As a user, I want to confirm my password so that I avoid typing mistakes.",JIR-15,10062,Story,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,High,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/1/2026 13:59,4/2/2026 10:23,,,Frontend (UI),,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@39e05263,,,,,,,,,,,,,,,,0|i0005r:,,,JIR Sprint 1,,,,,,,,,,,,10048,JIR-1,User Registration,To Do,4/1/2026 13:59
Compare password and confirm password,JIR-98,10205,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:47,4/2/2026 9:47,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5c31d42c,,,,,,,,,,,,,,,,0|i000o7:,,,JIR Sprint 1,,,,,,,,,,,,10062,JIR-15,"As a user, I want to confirm my password so that I avoid typing mistakes.",To Do,4/2/2026 9:47
Show mismatch error message,JIR-99,10207,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:47,4/2/2026 9:47,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@74955490,,,,,,,,,,,,,,,,0|i000of:,,,JIR Sprint 1,,,,,,,,,,,,10062,JIR-15,"As a user, I want to confirm my password so that I avoid typing mistakes.",To Do,4/2/2026 9:47
Prevent form submission on mismatch,JIR-100,10209,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:47,4/2/2026 9:47,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@71be8450,,,,,,,,,,,,,,,,0|i000on:,,,JIR Sprint 1,,,,,,,,,,,,10062,JIR-15,"As a user, I want to confirm my password so that I avoid typing mistakes.",To Do,4/2/2026 9:47
Handle empty field validation,JIR-101,10211,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:47,4/2/2026 9:47,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@73926cf5,,,,,,,,,,,,,,,,0|i000ov:,,,JIR Sprint 1,,,,,,,,,,,,10062,JIR-15,"As a user, I want to confirm my password so that I avoid typing mistakes.",To Do,4/2/2026 9:47
"As a user, I want to accept terms and conditions so that I can proceed with registration.",JIR-16,10063,Story,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Low,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/1/2026 13:59,4/2/2026 10:23,,,Frontend (UI),,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@72c2ce17,,,,,,,,,,,,,,,,0|i0005z:,,,JIR Sprint 1,,,,,,,,,,,,10048,JIR-1,User Registration,To Do,4/1/2026 13:59
Add checkbox UI,JIR-102,10213,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:47,4/2/2026 9:47,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@21dad515,,,,,,,,,,,,,,,,0|i000p3:,,,JIR Sprint 1,,,,,,,,,,,,10063,JIR-16,"As a user, I want to accept terms and conditions so that I can proceed with registration.",To Do,4/2/2026 9:47
Add clickable Terms & Conditions link,JIR-103,10215,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:47,4/2/2026 9:47,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3de27956,,,,,,,,,,,,,,,,0|i000pb:,,,JIR Sprint 1,,,,,,,,,,,,10063,JIR-16,"As a user, I want to accept terms and conditions so that I can proceed with registration.",To Do,4/2/2026 9:47
Implement checkbox validation,JIR-104,10217,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:47,4/2/2026 9:47,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@265eab2d,,,,,,,,,,,,,,,,0|i000pj:,,,JIR Sprint 1,,,,,,,,,,,,10063,JIR-16,"As a user, I want to accept terms and conditions so that I can proceed with registration.",To Do,4/2/2026 9:47
Disable sign-up if unchecked,JIR-105,10219,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:47,4/2/2026 9:47,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@54468aeb,,,,,,,,,,,,,,,,0|i000pr:,,,JIR Sprint 1,,,,,,,,,,,,10063,JIR-16,"As a user, I want to accept terms and conditions so that I can proceed with registration.",To Do,4/2/2026 9:47
"As a user, I want the Sign Up button enabled only when all inputs are valid so that I submit correct data.",JIR-17,10064,Story,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,High,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/1/2026 13:59,4/2/2026 10:23,,,Frontend (UI),,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@155eebf1,,,,,,,,,,,,,,,,0|i00067:,,,JIR Sprint 1,,,,,,,,,,,,10048,JIR-1,User Registration,To Do,4/1/2026 13:59
Track all field validation states,JIR-106,10221,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:48,4/2/2026 9:48,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5f40da18,,,,,,,,,,,,,,,,0|i000pz:,,,JIR Sprint 1,,,,,,,,,,,,10064,JIR-17,"As a user, I want the Sign Up button enabled only when all inputs are valid so that I submit correct data.",To Do,4/2/2026 9:48
Enable button only when all valid,JIR-107,10223,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:48,4/2/2026 9:48,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4302a9ad,,,,,,,,,,,,,,,,0|i000q7:,,,JIR Sprint 1,,,,,,,,,,,,10064,JIR-17,"As a user, I want the Sign Up button enabled only when all inputs are valid so that I submit correct data.",To Do,4/2/2026 9:48
Disable button if any field invalid,JIR-108,10225,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:48,4/2/2026 9:48,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@56f4fec3,,,,,,,,,,,,,,,,0|i000qf:,,,JIR Sprint 1,,,,,,,,,,,,10064,JIR-17,"As a user, I want the Sign Up button enabled only when all inputs are valid so that I submit correct data.",To Do,4/2/2026 9:48
Ensure OTP verification is completed,JIR-109,10227,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:49,4/2/2026 9:49,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6a4502cb,,,,,,,,,,,,,,,,0|i000qn:,,,JIR Sprint 1,,,,,,,,,,,,10064,JIR-17,"As a user, I want the Sign Up button enabled only when all inputs are valid so that I submit correct data.",To Do,4/2/2026 9:49
"As a user, I want to see clear error messages so that I can correct my inputs.",JIR-18,10065,Story,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,High,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/1/2026 13:59,4/2/2026 10:23,,,Backend API,Frontend (UI),,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@65930ee1,,,,,,,,,,,,,,,,0|i0006f:,,,JIR Sprint 1,,,,,,,,,,,,10048,JIR-1,User Registration,To Do,4/1/2026 13:59
Handle frontend validation errors,JIR-110,10229,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:49,4/2/2026 9:49,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2e23ec6d,,,,,,,,,,,,,,,,0|i000qv:,,,JIR Sprint 1,,,,,,,,,,,,10065,JIR-18,"As a user, I want to see clear error messages so that I can correct my inputs.",To Do,4/2/2026 9:49
Handle backend validation errors,JIR-111,10231,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:49,4/2/2026 9:49,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@20df2e24,,,,,,,,,,,,,,,,0|i000r3:,,,JIR Sprint 1,,,,,,,,,,,,10065,JIR-18,"As a user, I want to see clear error messages so that I can correct my inputs.",To Do,4/2/2026 9:49
Display proper error messages,JIR-112,10233,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:49,4/2/2026 9:49,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@723d3ba8,,,,,,,,,,,,,,,,0|i000rb:,,,JIR Sprint 1,,,,,,,,,,,,10065,JIR-18,"As a user, I want to see clear error messages so that I can correct my inputs.",To Do,4/2/2026 9:49
Prevent system crash,JIR-113,10235,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:49,4/2/2026 9:49,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@b46b1ba,,,,,,,,,,,,,,,,0|i000rj:,,,JIR Sprint 1,,,,,,,,,,,,10065,JIR-18,"As a user, I want to see clear error messages so that I can correct my inputs.",To Do,4/2/2026 9:49
"As a user, I want to sign up/login using my Google or Facebook account so that I can quickly access the platform without manual registration.",JIR-19,10066,Story,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Low,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/1/2026 13:59,4/2/2026 10:23,,,Authentication Service,Backend API,Frontend (UI),,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@676098a1,,,,,,,,,,,,,,,,0|i0006n:,,,JIR Sprint 1,,,,,,,,,,,,10048,JIR-1,User Registration,To Do,4/1/2026 13:59
Integrate Google OAuth,JIR-114,10237,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:49,4/2/2026 9:49,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3da81500,,,,,,,,,,,,,,,,0|i000rr:,,,JIR Sprint 1,,,,,,,,,,,,10066,JIR-19,"As a user, I want to sign up/login using my Google or Facebook account so that I can quickly access the platform without manual registration.",To Do,4/2/2026 9:49
"As a user, I want to log in using my email and password so that I can access my account.",JIR-20,10067,Story,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,High,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/1/2026 14:41,4/2/2026 10:23,,,Authentication Service,Backend API,Database,Frontend (UI),,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3d379442,,,,,,,,,,,,,,,,0|i0006v:,,,JIR Sprint 1,,,,,,,,,,,,10049,JIR-2,User Login & Authentication,To Do,4/1/2026 14:41
Design email login UI,JIR-115,10239,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:56,4/2/2026 9:56,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@61003804,,,,,,,,,,,,,,,,0|i000rz:,,,JIR Sprint 1,,,,,,,,,,,,10067,JIR-20,"As a user, I want to log in using my email and password so that I can access my account.",To Do,4/2/2026 9:56
